title,averageStar,quantity,tradeAmount,wishedCount,tradeAmount_num,category,log_quantity,log_wishedCount,log_tradeAmount,language,title_en,title_curto,pet_type
Cat Window Perch Wooden Assembly Hanging Bed Pet Mat  Cozy Sunny Seat Window Mounted Cats Hammock Aerial Pet Shelf Nest Beds,5.0,141,63 sold,1000,63.0,Conforto,4.955827057601261,6.90875477931522,4.158883083359672,en,Cat Window Perch Wooden Assembly Hanging Bed Pet Mat  Cozy Sunny Seat Window Mounted Cats Hammock Aerial Pet Shelf Nest Beds,Cat Window Perch Wooden,Gato
12Pcs/pack Cat Toys Mylar Crinkle Ball Ring Paper Sound Toy for Cats Kitten Interactive Pet Cat Supplies Multicolor,4.8,40,500+ sold,131,500.0,Brinquedos,3.713572066704308,4.882801922586371,6.2166061010848646,en,12Pcs/pack Cat Toys Mylar Crinkle Ball Ring Paper Sound Toy for Cats Kitten Interactive Pet Cat Supplies Multicolor,12Pcs/pack Cat Toys Mylar,Gato
Soft Fluffy Pet Blanket Cute Dot Pattern Cozy Warm Blanket for Cat Dogs Bed Small Large Dogs Mat Cover Pet Supplies,4.4,25,321 sold,250,321.0,Conforto,3.258096538021482,5.525452939131784,5.7745515455444085,no,Soft Fluffy Pet Blanket Cute Dot Pattern Cozy Warm Blanket for Cat Dogs Bed Small Large Dogs Mat Cover Pet Supplies,Soft Fluffy Pet Blanket,Cachorro
Pet Eye Comb Brush Tear Stain Remover Comb Silicone soft material Grooming Tools For Small Cat Dog Gentle Cleaning Eye Scabs,0.0,40,209 sold,2,209.0,Conforto,3.713572066704308,1.0986122886681098,5.3471075307174685,en,Pet Eye Comb Brush Tear Stain Remover Comb Silicone soft material Grooming Tools For Small Cat Dog Gentle Cleaning Eye Scabs,Pet Eye Comb Brush,Cachorro
Catnip Pets Toy Cats Supplies for Cute Cat Toys Puppy Kitten Teeth Grinding Cat Plush Thumb Pillow Protect Mouth Pet Accessories,4.6,173,"1,000+ sold",2743,1000.0,Brinquedos,5.159055299214529,7.917171988845776,6.90875477931522,en,Catnip Pets Toy Cats Supplies for Cute Cat Toys Puppy Kitten Teeth Grinding Cat Plush Thumb Pillow Protect Mouth Pet Accessories,Catnip Pets Toy Cats,Cachorro
Portable Dog&Cat Water Bottle Dispenser For Small Large Dogs Foldable Outdoor Hiking Drinking Bowl French Bulldog Pet Supplies,5.0,1657,8 sold,2,8.0,Alimentação,7.41336733569524,1.0986122886681098,2.19722457733622,no,Portable Dog&Cat Water Bottle Dispenser For Small Large Dogs Foldable Outdoor Hiking Drinking Bowl French Bulldog Pet Supplies,Portable Dog&Cat Water Bottle,Cachorro
Portable Poop Scooper with Build In Bag Dispenser Light Weight Claw Waste Picker For Dogs Pet Cleaner Tool,4.6,7,131 sold,829,131.0,Higiene,2.079441541679836,6.721425700790643,4.882801922586371,en,Portable Poop Scooper with Build In Bag Dispenser Light Weight Claw Waste Picker For Dogs Pet Cleaner Tool,Portable Poop Scooper with,Cachorro
"Alfombrilla de arena para gatos, estera impermeable para atrapar arena para gatos, filtro de doble capa, esterilla antideslizante lavable para limpieza, suministros para mascotas, 1 unidad",4.4,13976,90 Vendidos,28,90.0,Conforto,9.545168400484906,3.367295829986474,4.51085950651685,es,1PC Cat Litter Mat Waterproof Cat Litter Trapping Mat Double Layer Filter Washable Non-Slip Cleaning Mat Pet Supplies,1PC Cat Litter Mat,Gato
"Dog Sniffing Ball Toy, Dog Puzzle Hidden Food Ball Toy, Educational Anti-Tampering Home Pet Toy, Suitable For Small Dogs",4.8,5885,600+ sold,687,600.0,Brinquedos,8.680331928793418,6.533788837933344,6.398594934535208,en,"Dog Sniffing Ball Toy, Dog Puzzle Hidden Food Ball Toy, Educational Anti-Tampering Home Pet Toy, Suitable For Small Dogs","Dog Sniffing Ball Toy,",Cachorro
Interactive Dog Football Toy Soccer Ball Inflated Training Toy For Dogs Outdoor Border Collie Balls For Large Dogs Pet Supplies,5.0,71,15 sold,5,15.0,Brinquedos,4.276666119016055,1.791759469228055,2.772588722239781,en,Interactive Dog Football Toy Soccer Ball Inflated Training Toy For Dogs Outdoor Border Collie Balls For Large Dogs Pet Supplies,Interactive Dog Football Toy,Cachorro
Cat Strip Feeding Spoon For Wet Semi-liquid Foods Cat Strip Squeeze Spoons Pet Feeder Supplies Snack Feeding Cat Product L8V4,4.9,66,65 sold,24,65.0,Alimentação,4.204692619390966,3.218875824868201,4.189654742026425,en,Cat Strip Feeding Spoon For Wet Semi-liquid Foods Cat Strip Squeeze Spoons Pet Feeder Supplies Snack Feeding Cat Product L8V4,Cat Strip Feeding Spoon,Gato
durable teeth cleaning tool aggressive pet supplies pet toy dog bone dog chew toy puppy bones,5.0,29,14 sold,4,14.0,Brinquedos,3.4011973816621555,1.6094379124341005,2.70805020110221,en,durable teeth cleaning tool aggressive pet supplies pet toy dog bone dog chew toy puppy bones,durable teeth cleaning tool,Cachorro
Durable Pet Dog Vest Harness Explosion-proof Big Dogs Harnesses Reflective French Bulldog Collar Shepherd Dogs Walking Supplies,4.9,7750,338 sold,372,338.0,Acessórios,8.955577146281511,5.921578419643816,5.82600010738045,en,Durable Pet Dog Vest Harness Explosion-proof Big Dogs Harnesses Reflective French Bulldog Collar Shepherd Dogs Walking Supplies,Durable Pet Dog Vest,Cachorro
Food Dispenser Water Bowl Daily Supply Cat Food Bowl Tall Feet Cartoon Shape Large Capacity Anti-choking Neck Protector Pet Dog,4.8,300,280 sold,397,280.0,Alimentação,5.707110264748875,5.986452005284438,5.638354669333745,en,Food Dispenser Water Bowl Daily Supply Cat Food Bowl Tall Feet Cartoon Shape Large Capacity Anti-choking Neck Protector Pet Dog,Food Dispenser Water Bowl,Cachorro
Dog Kennel Cat Kennel Plush Flower Shape Pet Kennel Dog Mattress Pet Bed Pet Pet Supplies,0.0,3728,0 sold,1,0.0,Brinquedos,8.22389538017882,0.6931471805599453,0.0,no,Dog Kennel Cat Kennel Plush Flower Shape Pet Kennel Dog Mattress Pet Bed Pet Pet Supplies,Dog Kennel Cat Kennel,Cachorro
120 Rolls Dog Poop Bag 15 Bags/ Roll Large Cat Waste Bags Doggie Outdoor Home Clean Refill Garbage Bag Pet Supplies,4.2,5327,96 sold,31,96.0,Higiene,8.580731212220226,3.4657359027997265,4.574710978503383,af,120 Rolls Dog Poop Bag 15 Bags/ Roll Large Cat Waste Bags Doggie Outdoor Home Clean Refill Garbage Bag Pet Supplies,120 Rolls Dog Poop,Cachorro
Tease Pet Hollow Sniffing Ball Dog Toys Slow Food Ball Small And Medium-sized Dogs Relieve Boredom Pet Supplies,4.7,3,107 sold,61,107.0,Brinquedos,1.3862943611198906,4.127134385045092,4.68213122712422,en,Tease Pet Hollow Sniffing Ball Dog Toys Slow Food Ball Small And Medium-sized Dogs Relieve Boredom Pet Supplies,Tease Pet Hollow Sniffing,Cachorro
Pet Foot Cleaner Foam Dog Cat Feet Cleaner Rinse-free Puppy Paw Cleaner Foam For Cute Cats With Foot Cleaning Silicone Brush,4.6,26,79 sold,103,79.0,Higiene,3.295836866004329,4.6443908991413725,4.382026634673881,en,Pet Foot Cleaner Foam Dog Cat Feet Cleaner Rinse-free Puppy Paw Cleaner Foam For Cute Cats With Foot Cleaning Silicone Brush,Pet Foot Cleaner Foam,Cachorro
Pet Dog Muzzles Adjustable French Bulldog Muzzle Dog Mouth Mask Breathable Muzzle for Anti Stop Barking Supplies Prevent Biting,5.0,80,11 sold,2,11.0,Outros,4.394449154672439,1.0986122886681098,2.4849066497880004,en,Pet Dog Muzzles Adjustable French Bulldog Muzzle Dog Mouth Mask Breathable Muzzle for Anti Stop Barking Supplies Prevent Biting,Pet Dog Muzzles Adjustable,Cachorro
Portable Dog Treat Bag Tactical Durable Lightweight Food Pet Pouch With Rotatable Carabiner For Puppy Pet Supplies,5.0,24,56 sold,48,56.0,Alimentação,3.218875824868201,3.8918202981106265,4.04305126783455,en,Portable Dog Treat Bag Tactical Durable Lightweight Food Pet Pouch With Rotatable Carabiner For Puppy Pet Supplies,Portable Dog Treat Bag,Cachorro
Dog Training Snack Bag Outdoor Travel Pet Dog Treat Pouch Portable Oil Resistance Food Dispenser Bag Durable Pet Accessories,4.9,166,"1,000+ sold",1388,1000.0,Alimentação,5.117993812416755,7.236339342754344,6.90875477931522,en,Dog Training Snack Bag Outdoor Travel Pet Dog Treat Pouch Portable Oil Resistance Food Dispenser Bag Durable Pet Accessories,Dog Training Snack Bag,Cachorro
Dog Toys Snuffle Mat for Pet Plush Carrot Toy Mat Innovative Plush Vegetable Field Pull Radish Plush Carrot Dog Interactive Toys,4.3,224,700+ sold,912,700.0,Brinquedos,5.41610040220442,6.816735880594968,6.55250788703459,en,Dog Toys Snuffle Mat for Pet Plush Carrot Toy Mat Innovative Plush Vegetable Field Pull Radish Plush Carrot Dog Interactive Toys,Dog Toys Snuffle Mat,Cachorro
Best Pet Dog Toy Balls Squeak Puppy Toys Interesting Tennis Football Tooth Cleaning Cotton Filling Toys for Dogs Pet Supplies,4.8,121,35 sold,21,35.0,Brinquedos,4.804021044733257,3.091042453358316,3.58351893845611,en,Best Pet Dog Toy Balls Squeak Puppy Toys Interesting Tennis Football Tooth Cleaning Cotton Filling Toys for Dogs Pet Supplies,Best Pet Dog Toy,Cachorro
Non-Slip Cat Bowl Pet Water Food Feed Dog Bowls Pet Bowl With Inclination Stand Cats Feeder Feeding Bowl Kitten Supplies,5.0,32,27 sold,28,27.0,Alimentação,3.49650756146648,3.367295829986474,3.332204510175204,en,Non-Slip Cat Bowl Pet Water Food Feed Dog Bowls Pet Bowl With Inclination Stand Cats Feeder Feeding Bowl Kitten Supplies,Non-Slip Cat Bowl Pet,Cachorro
Transparent Cat Bowl For Cats Dogs Feeders Non-slip With Stand Base Pet Food and Water Bowls Pet Supplies,4.8,1,229 sold,250,229.0,Alimentação,0.6931471805599453,5.525452939131784,5.438079308923196,en,Transparent Cat Bowl For Cats Dogs Feeders Non-slip With Stand Base Pet Food and Water Bowls Pet Supplies,Transparent Cat Bowl For,Cachorro
4 Way Locking Cat Flap Door For Interior Exterior Doors Weatherproof Pet Doors For Cats & Doggie Suitable For Window & Wall 4 W,4.8,27,187 sold,136,187.0,Outros,3.332204510175204,4.919980925828125,5.236441962829949,en,4 Way Locking Cat Flap Door For Interior Exterior Doors Weatherproof Pet Doors For Cats & Doggie Suitable For Window & Wall 4 W,4 Way Locking Cat,Cachorro
5cm Pet Dog Toy Interactive Rubber Balls for Small Large Dogs Puppy Cat Chewing Toys Pet Tooth Cleaning Indestructible Dog  Ball,4.4,122,800+ sold,210,800.0,Brinquedos,4.812184355372417,5.351858133476067,6.68586094706836,en,5cm Pet Dog Toy Interactive Rubber Balls for Small Large Dogs Puppy Cat Chewing Toys Pet Tooth Cleaning Indestructible Dog  Ball,5cm Pet Dog Toy,Cachorro
Pet Placemat Dog Food bowl Mat Cat Feed Mat Cat Dog Drinking Feeding Placemat Silicone Waterproof Pet Bowl Pad Feeder Mats,4.8,2323,"10,000+ sold",28208,10000.0,Alimentação,7.751045117971802,10.247396354945186,9.210440366976515,en,Pet Placemat Dog Food bowl Mat Cat Feed Mat Cat Dog Drinking Feeding Placemat Silicone Waterproof Pet Bowl Pad Feeder Mats,Pet Placemat Dog Food,Cachorro
Adjustable Dog Y Harness Breathable Reflective Puppy Harness Leash for Small Medium Large Dog Chihuahua Vest Labrador Pet Suppli,4.8,2381,600+ sold,773,600.0,Acessórios,7.775695749915245,6.651571873589727,6.398594934535208,en,Adjustable Dog Y Harness Breathable Reflective Puppy Harness Leash for Small Medium Large Dog Chihuahua Vest Labrador Pet Suppli,Adjustable Dog Y Harness,Cachorro
Funny Plush Cat Toy Soft Solid Interactive Mice Mouse Toys For Funny Kitten Pet Cats Playing Scratch Training Game Supplies,4.8,1119,700+ sold,191,700.0,Brinquedos,7.02108396428914,5.2574953720277815,6.55250788703459,en,Funny Plush Cat Toy Soft Solid Interactive Mice Mouse Toys For Funny Kitten Pet Cats Playing Scratch Training Game Supplies,Funny Plush Cat Toy,Gato
Elevated Cats Feeder Bowl Anti-choking Raised Cat Food Water Bowl With Stand Pet Feeding Drinking Supplies Small and Midium Dogs,0.0,1988,8 sold,11,8.0,Alimentação,7.595387278853972,2.4849066497880004,2.19722457733622,en,Elevated Cats Feeder Bowl Anti-choking Raised Cat Food Water Bowl With Stand Pet Feeding Drinking Supplies Small and Midium Dogs,Elevated Cats Feeder Bowl,Cachorro
Pet Puzzle Toys Slow Food Feeding Interactive Plate Bowl Non-Slip Anti-choking Dog Cat Bowl Iq Training Pets Supplies,4.8,2180,186 sold,281,186.0,Brinquedos,7.687538766201629,5.641907070938114,5.231108616854587,en,Pet Puzzle Toys Slow Food Feeding Interactive Plate Bowl Non-Slip Anti-choking Dog Cat Bowl Iq Training Pets Supplies,Pet Puzzle Toys Slow,Cachorro
Bathroom Puppy Big Dog Cat Bath Massage Gloves Brush Soft Safety Silicone Pet Accessories Dog Cat Cleaning Grooming Supplie,4.5,146,63 sold,21,63.0,Higiene,4.990432586778736,3.091042453358316,4.158883083359672,en,Bathroom Puppy Big Dog Cat Bath Massage Gloves Brush Soft Safety Silicone Pet Accessories Dog Cat Cleaning Grooming Supplie,Bathroom Puppy Big Dog,Cachorro
Cute Flamingo Plush Dog Toys Funny Interactive Squeaky Chew Ropes Toys For Small Large Pets Teeth Cleaning Supplies,4.8,4,275 sold,193,275.0,Brinquedos,1.6094379124341005,5.267858159063328,5.62040086571715,en,Cute Flamingo Plush Dog Toys Funny Interactive Squeaky Chew Ropes Toys For Small Large Pets Teeth Cleaning Supplies,Cute Flamingo Plush Dog,Cachorro
Dog Fence Dog Gate Ingenious Mesh For Indoor and Outdoor Safe Pet Dog gate Safety Enclosure Pet supplies baby safety gate,4.5,453,118 sold,59,118.0,Outros,6.118097198041348,4.0943445622221,4.77912349311153,en,Dog Fence Dog Gate Ingenious Mesh For Indoor and Outdoor Safe Pet Dog gate Safety Enclosure Pet supplies baby safety gate,Dog Fence Dog Gate,Cachorro
Pet Steam Brush Cat Dog Cleaning Steamy Spray Massage Beauty Comb 3 In 1 Hair Removal Grooming Supplies Pets Accessories,5.0,14,4 sold,4,4.0,Higiene,2.70805020110221,1.6094379124341005,1.6094379124341005,en,Pet Steam Brush Cat Dog Cleaning Steamy Spray Massage Beauty Comb 3 In 1 Hair Removal Grooming Supplies Pets Accessories,Pet Steam Brush Cat,Cachorro
Degradable Dog Poop Bag Dispenser LED light Waste Bags Holder Dispensers Poop Bags Set Dogs Trash Pets Clean Accessories,4.4,122,216 sold,913,216.0,Higiene,4.812184355372417,6.81783057145415,5.37989735354046,en,Degradable Dog Poop Bag Dispenser LED light Waste Bags Holder Dispensers Poop Bags Set Dogs Trash Pets Clean Accessories,Degradable Dog Poop Bag,Cachorro
Solid Color Two-in-one Pet Car Seat Belt Nylon Lead Leash Backseat Safety Belt Adjustable Dogs Harness Collar Pet Accessories,4.8,402,"2,000+ sold",41060,2000.0,Acessórios,5.998936561946683,10.622814044879377,7.601402334583733,en,Solid Color Two-in-one Pet Car Seat Belt Nylon Lead Leash Backseat Safety Belt Adjustable Dogs Harness Collar Pet Accessories,Solid Color Two-in-one Pet,Cachorro
Large Medium Small House Cat Bed Pet Dog Bed Sofa Mats Pet Products Coussin Chien Animals Accessories Dogs Basket Supplies,4.3,2997,232 sold,270,232.0,Conforto,8.005700678662542,5.602118820879701,5.4510384535657,en,Large Medium Small House Cat Bed Pet Dog Bed Sofa Mats Pet Products Coussin Chien Animals Accessories Dogs Basket Supplies,Large Medium Small House,Cachorro
"Juguetes chirriantes para perros, pelota elástica de goma suave y colorida, luminosa para masticar cachorros, erizo, suministros para mascotas pequeñas",4.8,59,85 Vendidos,369,85.0,Brinquedos,4.0943445622221,5.91350300563827,4.454347296253507,es,Dog Squeaky Toys Colorful Soft Rubber Elastic Ball Luminous Puppy Chewing Hedgehog Toys Small Pet Supplies,Dog Squeaky Toys Colorful,Cachorro
Cat Litter Shovel Wood Handle Cat Litter Shovel Toilet Cleaning Shovel Tools Pet Cleaning Accessories Supplies Cats Pet Products,4.7,198,232 sold,91,232.0,Higiene,5.293304824724492,4.5217885770490405,5.4510384535657,en,Cat Litter Shovel Wood Handle Cat Litter Shovel Toilet Cleaning Shovel Tools Pet Cleaning Accessories Supplies Cats Pet Products,Cat Litter Shovel Wood,Gato
Pet Footprints Baby Paw Print Pad Foot Print Mat Pet Handprints And Footprints Non-Toxic Ink Pad Dog Footprints Souvenir,0.0,996,3 sold,5,3.0,Conforto,6.904750769961838,1.791759469228055,1.3862943611198906,en,Pet Footprints Baby Paw Print Pad Foot Print Mat Pet Handprints And Footprints Non-Toxic Ink Pad Dog Footprints Souvenir,Pet Footprints Baby Paw,Cachorro
Pet Slow Food Bowl Dog and Cat Anti-choking Feeder Outdoor Travel Portable Foldable TPE Bowls Anti-gulping Feeding Pets Supplies,4.9,68,112 sold,70,112.0,Alimentação,4.23410650459726,4.262679877041316,4.727387818712341,en,Pet Slow Food Bowl Dog and Cat Anti-choking Feeder Outdoor Travel Portable Foldable TPE Bowls Anti-gulping Feeding Pets Supplies,Pet Slow Food Bowl,Cachorro
Pet Placemat Cat Slow Feeding Mat Dog Lick Mats Silicone Pets Eating Slowly Food Pad Cats Dogs Feeding Supplies,4.8,797,"4,000+ sold",5057,4000.0,Alimentação,6.682108597449809,8.52872642722991,8.294299608857235,en,Pet Placemat Cat Slow Feeding Mat Dog Lick Mats Silicone Pets Eating Slowly Food Pad Cats Dogs Feeding Supplies,Pet Placemat Cat Slow,Cachorro
Dog Bowl Portable Folding Pet Bowl Collapsible Silicone Water Bowl for Dog Outdoor Travel Puppy Feeder Dish Food Container,0.0,20,12 sold,9,12.0,Alimentação,3.044522437723423,2.302585092994046,2.5649493574615367,en,Dog Bowl Portable Folding Pet Bowl Collapsible Silicone Water Bowl for Dog Outdoor Travel Puppy Feeder Dish Food Container,Dog Bowl Portable Folding,Cachorro
Cat Litter Scoop with Refill Bag For Pet Filter Clean Toilet Garbage Picker Cat Litter Box Self Cleaning Cat Supplies Accessory,4.7,72,240 sold,199,240.0,Higiene,4.290459441148391,5.298317366548036,5.484796933490655,en,Cat Litter Scoop with Refill Bag For Pet Filter Clean Toilet Garbage Picker Cat Litter Box Self Cleaning Cat Supplies Accessory,Cat Litter Scoop with,Gato
Dog Poop Bag Carrier Portable Pet Waste Bag Dispenser Luxury Stylish Dog Garbage Holder Dispensers Cleaning Supplies,4.9,185,317 sold,268,317.0,Higiene,5.225746673713202,5.594711379601839,5.762051382780177,en,Dog Poop Bag Carrier Portable Pet Waste Bag Dispenser Luxury Stylish Dog Garbage Holder Dispensers Cleaning Supplies,Dog Poop Bag Carrier,Cachorro
10 Rolls 150pcs Dog Poop Bag Pet Supply Litter Bag Printing Cat Dog Poop biodegradable Bag Outdoor Home Clean Refill Garbage Bag,4.8,246,"1,000+ sold",1383,1000.0,Higiene,5.5093883366279774,7.232733136177615,6.90875477931522,en,10 Rolls 150pcs Dog Poop Bag Pet Supply Litter Bag Printing Cat Dog Poop biodegradable Bag Outdoor Home Clean Refill Garbage Bag,10 Rolls 150pcs Dog,Cachorro
Remote Controlled Smart Cat Toy 2 Modes Automatic Moving Toy Car for Cats Dogs Interactive Playing Kitten Training Pet Supplies,4.8,134,"1,000+ sold",1298,1000.0,Brinquedos,4.90527477843843,7.1693500166706,6.90875477931522,en,Remote Controlled Smart Cat Toy 2 Modes Automatic Moving Toy Car for Cats Dogs Interactive Playing Kitten Training Pet Supplies,Remote Controlled Smart Cat,Cachorro
"Portable pet garbage bag dispenser, creative silicone dog toilet pick up bag carrier for outdoor cleaning supplies",5.0,83,16 sold,9,16.0,Higiene,4.430816798843313,2.302585092994046,2.833213344056216,en,"Portable pet garbage bag dispenser, creative silicone dog toilet pick up bag carrier for outdoor cleaning supplies",Portable pet garbage bag,Cachorro
dog harness dog collar dog leash Macarone color cat accessories pet small dog accessories small dog harnessdog supplies,4.7,3128,477 sold,2519,477.0,Acessórios,8.048468743668883,7.832014180505469,6.169610732491456,en,dog harness dog collar dog leash Macarone color cat accessories pet small dog accessories small dog harnessdog supplies,dog harness dog collar,Cachorro
Grand Animal Chat et Chien Lit Chaud Confortable Chien Maison Doux PP Coton Nid Chien Panier Tapis Universel Étanche Chat Lit,4.6,1869,145 Vendus,91,145.0,Conforto,7.533693709848633,4.5217885770490405,4.983606621708336,fr,Large Pet Cat and Dog Bed Warm Comfortable Dog House Soft PP Cotton Nest Dog Basket Mat Universal Waterproof Cat Bed,Large Pet Cat and,Cachorro
Water Dispenser Pet Fountain Dog Waterer Supplies For Dogs Fountains Cats Drinking,5.0,44,27 sold,18,27.0,Outros,3.80666248977032,2.9444389791664403,3.332204510175204,en,Water Dispenser Pet Fountain Dog Waterer Supplies For Dogs Fountains Cats Drinking,Water Dispenser Pet Fountain,Cachorro
Dog Squeak Toys Pet Sniffing Plush Snails Toys Tibetan Food Molar Puzzle Dog Toys Interactive Dog Puzzle Toy Feeder Pet Supply,4.5,48,30 sold,8,30.0,Brinquedos,3.8918202981106265,2.19722457733622,3.4339872044851463,en,Dog Squeak Toys Pet Sniffing Plush Snails Toys Tibetan Food Molar Puzzle Dog Toys Interactive Dog Puzzle Toy Feeder Pet Supply,Dog Squeak Toys Pet,Cachorro
10/20//100Pcs Catnip Toys for Cats Pet Products Pets Interesting Things Goods Supplies Toy Accessories All Mint Cat Home Garden,4.7,282,600+ sold,389,600.0,Brinquedos,5.645446897643238,5.966146739123692,6.398594934535208,en,10/20//100Pcs Catnip Toys for Cats Pet Products Pets Interesting Things Goods Supplies Toy Accessories All Mint Cat Home Garden,10/20//100Pcs Catnip Toys for,Gato
Cat Steam Brush Steamy Dog Brush 3 in 1 Electric Spray Cat Hair Brushes for Massage Pet Grooming Comb Hair Removal Combs,4.8,34918,249 sold,119,249.0,Higiene,10.460786372659188,4.787491742782046,5.521460917862246,en,Cat Steam Brush Steamy Dog Brush 3 in 1 Electric Spray Cat Hair Brushes for Massage Pet Grooming Comb Hair Removal Combs,Cat Steam Brush Steamy,Cachorro
Cat Toy Cute Octopus Plush Toy Bite Resistant Teeth Interactive Play Pet Supplies Cat Dog Toys Octopus,4.7,83,339 sold,133,339.0,Brinquedos,4.430816798843313,4.897839799950911,5.828945617610208,en,Cat Toy Cute Octopus Plush Toy Bite Resistant Teeth Interactive Play Pet Supplies Cat Dog Toys Octopus,Cat Toy Cute Octopus,Cachorro
Cat Hammock Window Hanger Cat Hammock Washable Detachable Pet Bed Suction Shelf Bag Beds Seat For Cat Sleeping Pet Supplies,4.4,268,311 sold,192,311.0,Conforto,5.594711379601839,5.262690188904886,5.7430031878094825,en,Cat Hammock Window Hanger Cat Hammock Washable Detachable Pet Bed Suction Shelf Bag Beds Seat For Cat Sleeping Pet Supplies,Cat Hammock Window Hanger,Gato
Thickened Folding Silicone Pet Bowls Outdoor Pet Double Bowls Tableware Wholesale Pet Supplies Portable Dog Bowls,4.5,80,67 sold,116,67.0,Alimentação,4.394449154672439,4.762173934797756,4.219507705176107,en,Thickened Folding Silicone Pet Bowls Outdoor Pet Double Bowls Tableware Wholesale Pet Supplies Portable Dog Bowls,Thickened Folding Silicone Pet,Cachorro
Fashion Adjustable Dog Harness Vest Breathable Reflective Candy Color Pet Outdoor Walking Puppy Clothes Dogs Traction Supplies,4.7,35,33 sold,48,33.0,Acessórios,3.58351893845611,3.8918202981106265,3.5263605246161616,en,Fashion Adjustable Dog Harness Vest Breathable Reflective Candy Color Pet Outdoor Walking Puppy Clothes Dogs Traction Supplies,Fashion Adjustable Dog Harness,Cachorro
Funny Cat Toy Interactive Launch Pet Training Toy For Kitten Mini Flying Disc Shooting Gun Chasing Games Cat Toys Pet Supplies,4.5,25,17 sold,10,17.0,Brinquedos,3.258096538021482,2.3978952727983707,2.8903717578961645,en,Funny Cat Toy Interactive Launch Pet Training Toy For Kitten Mini Flying Disc Shooting Gun Chasing Games Cat Toys Pet Supplies,Funny Cat Toy Interactive,Gato
Cat Toy Pet Cat Sisal Scratching Ball Training Interactive Toy for Kitten Pet Cat Supplies Funny Play Feather Toy cat accessorie,4.6,196,"1,000+ sold",752,1000.0,Brinquedos,5.2832037287379885,6.6240652277998935,6.90875477931522,en,Cat Toy Pet Cat Sisal Scratching Ball Training Interactive Toy for Kitten Pet Cat Supplies Funny Play Feather Toy cat accessorie,Cat Toy Pet Cat,Gato
Pet Supplies Silicone Pet Licking Mat Cat Anti-choking With Slow Food Bowl Puppy Bath Distracted Licking Plate Cutlery,5.0,60,179 sold,180,179.0,Alimentação,4.110873864173311,5.198497031265826,5.19295685089021,en,Pet Supplies Silicone Pet Licking Mat Cat Anti-choking With Slow Food Bowl Puppy Bath Distracted Licking Plate Cutlery,Pet Supplies Silicone Pet,Cachorro
Washable Dog Bed Thickened Dog Mat Pet Cat Soft Fleece Pad Blanket Mat Cushion Home Bed Rug Keep Warm Pet Supplies cama perro,4.9,256,207 sold,888,207.0,Conforto,5.54907608489522,6.790097235513905,5.337538079701318,en,Washable Dog Bed Thickened Dog Mat Pet Cat Soft Fleece Pad Blanket Mat Cushion Home Bed Rug Keep Warm Pet Supplies cama perro,Washable Dog Bed Thickened,Cachorro
Simulation Bird interactive Cat Toy Sucker Feather Bird with Bell Cat Stick Toy for Kitten Playing Teaser Wand Toy Cat Supplies,4.7,1705,"5,000+ sold",2906,5000.0,Brinquedos,7.441906728051625,7.9748769005588755,8.517393171418904,en,Simulation Bird interactive Cat Toy Sucker Feather Bird with Bell Cat Stick Toy for Kitten Playing Teaser Wand Toy Cat Supplies,Simulation Bird interactive Cat,Gato
1PC Pet Dog Cat Door Free Access 4 Way Magnetic Lockable Flap Door Door Gate Telescoping Frame Flap Gate Magnetic Closure Door,4.0,3,17 sold,24,17.0,Outros,1.3862943611198906,3.218875824868201,2.8903717578961645,en,1PC Pet Dog Cat Door Free Access 4 Way Magnetic Lockable Flap Door Door Gate Telescoping Frame Flap Gate Magnetic Closure Door,1PC Pet Dog Cat,Cachorro
Cat Teeth Brushing Toy Teeth Cleaning Cat Stick Fish-shaped Silicone Toy Chew Resistant Interactive Toys Catnip Pet Supplies,0.0,60,17 sold,6,17.0,Brinquedos,4.110873864173311,1.9459101490553128,2.8903717578961645,en,Cat Teeth Brushing Toy Teeth Cleaning Cat Stick Fish-shaped Silicone Toy Chew Resistant Interactive Toys Catnip Pet Supplies,Cat Teeth Brushing Toy,Gato
Pet Cat Scratch Toy Hanging Sisal Ball Built-in Bell Interactive Toy Pet Supplies  аксесуари для котів  игрушки для кошек,4.4,39,33 sold,23,33.0,Brinquedos,3.688879454113936,3.1780538303479458,3.5263605246161616,en,Pet Cat Scratch Toy Hanging Sisal Ball Built-in Bell Interactive Toy Pet Supplies  аксесуари для котів  игрушки для кошек,Pet Cat Scratch Toy,Gato
Cute Plush Toys Squeak Pet Elephant Plush Shell Durable Toy Dog Chew Squeaky Interactive Dog Toy Funny Pet Supplies No Filling,4.8,10,442 sold,389,442.0,Brinquedos,2.3978952727983707,5.966146739123692,6.093569770045136,en,Cute Plush Toys Squeak Pet Elephant Plush Shell Durable Toy Dog Chew Squeaky Interactive Dog Toy Funny Pet Supplies No Filling,Cute Plush Toys Squeak,Cachorro
Cat interactive toys Tickle Cat Colorful bouncing ball Pet supplies Puzzle teasing indoor cat worm caterpillar elastic toy,4.7,18,153 sold,33,153.0,Brinquedos,2.9444389791664403,3.5263605246161616,5.0369526024136295,en,Cat interactive toys Tickle Cat Colorful bouncing ball Pet supplies Puzzle teasing indoor cat worm caterpillar elastic toy,Cat interactive toys Tickle,Gato
