title_en,title,title_curto,averageStar,quantity,tradeAmount,wishedCount,tradeAmount_num,category,pet_type
"high quality biodegradable dog toy bags, outdoor home cleaning bag dispenser, 15 bags per roll, 9 rolls, 16 rolls, 32 rolls",高品質の生分解性ドッグトイバッグ、屋外ホームクリーニングバッグディスペンサー、ロールあたり15バッグ、9ロール、16ロール、32ロール,high quality biodegradable dog,4.8,2934,170 点販売,137,170.0,Brinquedos,Cachorro
high quality upgraded color collar large dog german shepherd walk the dog p chain necklet pet  for medium and large dogs,high quality upgraded color collar large dog german shepherd walk the dog p chain necklet pet  for medium and large dogs,high quality upgraded color,4.4,28113,93 sold,3305,93.0,Acessórios,Cachorro
high-quality nylon plaid christmas series pet harness set small and medium-sized dog leash,high-quality nylon plaid christmas series pet harness set small and medium-sized dog leash,high-quality nylon plaid christmas,5.0,1094,26 sold,22,26.0,Acessórios,Cachorro
holder faux leather pet poop bag holder with dispenser for dog bags portable dog poop bag organizer supplies pet stylish pet bag,holder faux leather pet poop bag holder with dispenser for dog bags portable dog poop bag organizer supplies pet stylish pet bag,holder faux leather pet,5.0,283,21 sold,18,21.0,Outros,Cachorro
home pet animal care protect flea comb for cat dog pet stainless steel comfort flea hair comb cat dog supplies pet products,home pet animal care protect flea comb for cat dog pet stainless steel comfort flea hair comb cat dog supplies pet products,home pet animal care,4.4,1428,105 sold,24,105.0,Outros,Cachorro
hoopet cat delivery room detachable summer pet tent outdoor dog folding fence cat cage dogs enclosure surrounded pet supplies,hoopet cat delivery room detachable summer pet tent outdoor dog folding fence cat cage dogs enclosure surrounded pet supplies,hoopet cat delivery room,4.6,4,209 sold,7287,209.0,Outros,Cachorro
hoopet cute cat bed warm pet house kitten cave cushion comfort cat house tent puppy nest small dog mat supplies bed for cats,hoopet cute cat bed warm pet house kitten cave cushion comfort cat house tent puppy nest small dog mat supplies bed for cats,hoopet cute cat bed,4.8,98,32 sold,860,32.0,Conforto,Cachorro
hoopet dog bed mat warm pet cat scratchable blanket anti-slip washable cushion sofa cover for large dogs pet supplies,hoopet dog bed mat warm pet cat scratchable blanket anti-slip washable cushion sofa cover for large dogs pet supplies,hoopet dog bed mat,4.9,3934,213 sold,1721,213.0,Conforto,Cachorro
hoopet dog cat automatic food feeder water drinker bottle puppy kitten hanging food dispenser water container pet supplies,hoopet dog cat automatic food feeder water drinker bottle puppy kitten hanging food dispenser water container pet supplies,hoopet dog cat automatic,5.0,1001,10 sold,10,10.0,Alimentação,Cachorro
hoopet dog pillow soft mattress for dogs cat sleeping mat pet cushion in the bed s-xl size for small medium large dogs pet beds,hoopet dog pillow soft mattress for dogs cat sleeping mat pet cushion in the bed s-xl size for small medium large dogs pet beds,hoopet dog pillow soft,4.5,820,37 sold,85,37.0,Conforto,Cachorro
hoopet dog toy rubber ball bite-resistant ball toy for dogs puppy teddy pitbull red color solid ball s-xl pet supplies,hoopet dog toy rubber ball bite-resistant ball toy for dogs puppy teddy pitbull red color solid ball s-xl pet supplies,hoopet dog toy rubber,4.85,1577,"1,000+ sold1,000+ sold",7288,2000.0,Brinquedos,Cachorro
hoopet dog toy six tennis balls bite-resistant dogs puppy teddy training product pet supplies,hoopet dog toy six tennis balls bite-resistant dogs puppy teddy training product pet supplies,hoopet dog toy six,4.7,25,293 sold238 sold,676,531.0,Brinquedos,Cachorro
hoopet dogs automatic feeders water bottle cats bowl food storage drinking dispenser container pet supplies,hoopet dogs automatic feeders water bottle cats bowl food storage drinking dispenser container pet supplies,hoopet dogs automatic feeders,4.6,326,101 sold,104,101.0,Alimentação,Cachorro
hoopet dogs go out kettle drinker portable water cup drinking water feeder pet accompanying cup water bottle walking dog supplie,hoopet dogs go out kettle drinker portable water cup drinking water feeder pet accompanying cup water bottle walking dog supplie,hoopet dogs go out,4.8,272,495 sold,290,495.0,Alimentação,Cachorro
hoopet pet dog toy balls squeak puppy toys interesting tennis football tooth cleaning toys for dogs,hoopet pet dog toy balls squeak puppy toys interesting tennis football tooth cleaning toys for dogs,hoopet pet dog toy,5.0,788,82 sold,3,82.0,Brinquedos,Cachorro
hoopet pet dog toys toy funny interactive ball dog chew toy for dog ball of food rubber balls pets supplies,hoopet pet dog toys toy funny interactive ball dog chew toy for dog ball of food rubber balls pets supplies,hoopet pet dog toys,4.8,1470,190 sold,127,190.0,Brinquedos,Cachorro
hoopet summer dog bed cat cool mat breathable pet sleep ice cushion for small medium large dog cat pet cooling mat supplies,hoopet summer dog bed cat cool mat breathable pet sleep ice cushion for small medium large dog cat pet cooling mat supplies,hoopet summer dog bed,4.5,820,34 sold,43,34.0,Conforto,Cachorro
hoopet vip link dog sofa bed pet warm nest calming bed washable soft cat blanket sleeping mat pet supplies,hoopet vip link dog sofa bed pet warm nest calming bed washable soft cat blanket sleeping mat pet supplies,hoopet vip link dog,4.6,443,105 sold,81,105.0,Conforto,Cachorro
hoopet winter comfortable pet mat bed for dogs cats fluff sleeping pad  dog sofa cushion pet calming dog bed house pet supplies,hoopet winter comfortable pet mat bed for dogs cats fluff sleeping pad  dog sofa cushion pet calming dog bed house pet supplies,hoopet winter comfortable pet,3.4,13,45 sold,1231,45.0,Conforto,Cachorro
hoopet winter warm pet mat soft sofa for small medium dog removable bed for cats dogs washable fluff sleeping pet beds supplies,hoopet winter warm pet mat soft sofa for small medium dog removable bed for cats dogs washable fluff sleeping pet beds supplies,hoopet winter warm pet,5.0,198,18 sold,67,18.0,Conforto,Cachorro
hot cat bowl pet food set dog dog cat standing rabbit ear feeder water feeder pet food set pet supplies,hot cat bowl pet food set dog dog cat standing rabbit ear feeder water feeder pet food set pet supplies,hot cat bowl pet,3.3,3954,45 sold,58,45.0,Alimentação,Cachorro
hot cat toys from the high cat stick cat turntable ball cat cat toy cat turntable leaky food toy set pet supplies,hot cat toys from the high cat stick cat turntable ball cat cat toy cat turntable leaky food toy set pet supplies,hot cat toys from,0.0,2989,11 sold,15,11.0,Brinquedos,Gato
hot cat toys self-amusement cat turntable toy ball fun cat stick cat fun automatic fun cat toy pet supplies,hot cat toys self-amusement cat turntable toy ball fun cat stick cat fun automatic fun cat toy pet supplies,hot cat toys self-amusement,5.0,5984,16 sold,16,16.0,Brinquedos,Gato
hot pet leash dog automatic retractable retractor dog chain dog walking appliance pet supplies,hot pet leash dog automatic retractable retractor dog chain dog walking appliance pet supplies,hot pet leash dog,5.0,11997,3 sold,8,3.0,Acessórios,Cachorro
hot pet portable breast back dog bee breast strap walking dog leash out leash small and medium-sized dog pet supplies,hot pet portable breast back dog bee breast strap walking dog leash out leash small and medium-sized dog pet supplies,hot pet portable breast,5.0,14984,15 sold,6,15.0,Acessórios,Cachorro
hot sale cat toys random color cat stick feather cat toy with small bell kitten cat interactive toys cat supplies pet products,hot sale cat toys random color cat stick feather cat toy with small bell kitten cat interactive toys cat supplies pet products,hot sale cat toys,4.6,155,237 sold,288,237.0,Brinquedos,Gato
hot selling pet package logo cat bag pet box portable cat dog out backpack,hot selling pet package logo cat bag pet box portable cat dog out backpack,hot selling pet package,5.0,51,155 sold,386,155.0,Outros,Cachorro
hot warm pet fleece blanket bed mat pad cover cushion for dog cat puppy animal winter supplies,hot warm pet fleece blanket bed mat pad cover cushion for dog cat puppy animal winter supplies,hot warm pet fleece,4.3,16,247 sold,1905,247.0,Conforto,Cachorro
hot wood polygonum cat-teasing toys cat snacks self hi nibble teeth cleaning natural molar stick pet supplies,hot wood polygonum cat-teasing toys cat snacks self hi nibble teeth cleaning natural molar stick pet supplies,hot wood polygonum cat-teasing,0.0,997,3 sold,1,3.0,Brinquedos,Gato
hydroponic seedling tray creative cat snack catnip growing pot reusable garden catnip growing bowl pet supplies,hydroponic seedling tray creative cat snack catnip growing pot reusable garden catnip growing bowl pet supplies,hydroponic seedling tray creative,4.8,73,"1,000+ sold",3491,1000.0,Alimentação,Gato
"id paw tag for dog, puppy, kitten, cat collar accessories, dog id tag, free engraving, message supplies, pet products","id paw tag for dog, puppy, kitten, cat collar accessories, dog id tag, free engraving, message supplies, pet products",id paw tag for,4.8,131,30 sold,28,30.0,Acessórios,Cachorro
ins style new pet products cat dog deep sleep u-shaped pillow cotton removable and washable chin pad,ins style new pet products cat dog deep sleep u-shaped pillow cotton removable and washable chin pad,ins style new pet,5.0,36,63 sold,133,63.0,Sanitário,Cachorro
intelligent escaping toy cat dog automatic walk interactive toys for kids pets infrared sensor rabbit pet supplies accessories,intelligent escaping toy cat dog automatic walk interactive toys for kids pets infrared sensor rabbit pet supplies accessories,intelligent escaping toy cat,4.7,1957,92 sold,2436,92.0,Brinquedos,Cachorro
intelligent smart car cat toys funny stick feather kitten pet supplies party and for cat interactive cat toys,intelligent smart car cat toys funny stick feather kitten pet supplies party and for cat interactive cat toys,intelligent smart car cat,3.7,3,41 sold,143,41.0,Brinquedos,Gato
interactive ball smart cat toys plush electric catnip training toy kitten touch sounding pet product squeak toy ball,interactive ball smart cat toys plush electric catnip training toy kitten touch sounding pet product squeak toy ball,interactive ball smart cat,4.8,1491,"3,000+ sold",2441,3000.0,Brinquedos,Gato
interactive cat feather toy feather teaser stick wand pet retractable feather bell refill replacement catcher product for kitten,interactive cat feather toy feather teaser stick wand pet retractable feather bell refill replacement catcher product for kitten,interactive cat feather toy,4.65,91,"88 sold1,000+ sold",841,1088.0,Brinquedos,Gato
"interactive cat feather toys, hanging electric cat toys for indoor cats,  cat teaser toy, kitten toys, automatic cat toy","interactive cat feather toys, hanging electric cat toys for indoor cats,  cat teaser toy, kitten toys, automatic cat toy","interactive cat feather toys,",4.7,2439,153 sold,590,153.0,Brinquedos,Gato
interactive cat toy funny simulation bird feather with bell cat stick toy for kitten playing teaser wand toy pet cats supplies,interactive cat toy funny simulation bird feather with bell cat stick toy for kitten playing teaser wand toy pet cats supplies,interactive cat toy funny,4.7,2612,"1,000+ sold",1976,1000.0,Brinquedos,Gato
interactive cat toy handfree cat stick playing kitten playing teaser wand toy suction cup bird/feather cat wand pet supplies,interactive cat toy handfree cat stick playing kitten playing teaser wand toy suction cup bird/feather cat wand pet supplies,interactive cat toy handfree,4.7,84,800+ sold,313,800.0,Brinquedos,Gato
interactive cat toy iq treat duck smarter pet toys food ball food dispenser for cats playing training duck pet supplies feed,interactive cat toy iq treat duck smarter pet toys food ball food dispenser for cats playing training duck pet supplies feed,interactive cat toy iq,4.7,961,52 sold,1429,52.0,Brinquedos,Gato
"interactive cat toys ball, automatic 360° self-rotating rolling ball with usb rechargeable pet exercise chase toy ball for kitte","interactive cat toys ball, automatic 360° self-rotating rolling ball with usb rechargeable pet exercise chase toy ball for kitte","interactive cat toys ball,",4.7,1189,"3,000+ sold",4249,3000.0,Brinquedos,Gato
interactive cat toys funny feather teaser stick with bell pets collar kitten playing teaser wand training toys for cats supplies,interactive cat toys funny feather teaser stick with bell pets collar kitten playing teaser wand training toys for cats supplies,interactive cat toys funny,4.55,587,457 sold334 sold86 sold900+ sold,1003,1777.0,Brinquedos,Gato
interactive cat toys usb electric intelligent rolling ball toy cats pet silicone automatic rotate mouse tail kitten teaser stick,interactive cat toys usb electric intelligent rolling ball toy cats pet silicone automatic rotate mouse tail kitten teaser stick,interactive cat toys usb,4.5,128,500+ sold,633,500.0,Brinquedos,Gato
interactive cotton rope mini dog toys ball for dogs accessories toothbrush chew puppy toy for large small dogs toy pet dog toy,interactive cotton rope mini dog toys ball for dogs accessories toothbrush chew puppy toy for large small dogs toy pet dog toy,interactive cotton rope mini,4.7,378,"1,000+ sold",1264,1000.0,Brinquedos,Cachorro
interactive dog football toy soccer ball inflated training toy for dogs outdoor border collie balls for large dogs pet supplies,interactive dog football toy soccer ball inflated training toy for dogs outdoor border collie balls for large dogs pet supplies,interactive dog football toy,5.0,71,15 sold,5,15.0,Brinquedos,Cachorro
interactive dog supplies toys pet flying discs puppy training toy ring resistant bite floating toy game for frisbee,interactive dog supplies toys pet flying discs puppy training toy ring resistant bite floating toy game for frisbee,interactive dog supplies toys,4.5,42,43 sold,11,43.0,Brinquedos,Cachorro
interactive dog toys champagne wine bottle shape pet toy plush filled vodka toy squeaky bite-resistant pet supplies whisky,interactive dog toys champagne wine bottle shape pet toy plush filled vodka toy squeaky bite-resistant pet supplies whisky,interactive dog toys champagne,4.7,82,"2,000+ sold",2640,2000.0,Brinquedos,Cachorro
interactive dog toys tug of war ball in red and turquoise for large breed dogs - mentally stimulating teething toy,interactive dog toys tug of war ball in red and turquoise for large breed dogs - mentally stimulating teething toy,interactive dog toys tug,4.8,15,30 sold,62,30.0,Brinquedos,Cachorro
interactive launch training cat toys creative kittens games stretch plush ball toys cat supplies pet accessories herbe à chat,interactive launch training cat toys creative kittens games stretch plush ball toys cat supplies pet accessories herbe à chat,interactive launch training cat,5.0,70,40 sold,23,40.0,Brinquedos,Gato
interactive launch training cat toys creative kittens mini pompoms games stretch plush ball toys cat supplies pet accessories,interactive launch training cat toys creative kittens mini pompoms games stretch plush ball toys cat supplies pet accessories,interactive launch training cat,4.8,4253,"2,000+ sold44 sold",12944,2044.0,Brinquedos,Gato
interactive pet chew toy squeak plush doll for all puppy pet sound toys durable chewing molar pets supplies משחקי חשיבה לכלבים,interactive pet chew toy squeak plush doll for all puppy pet sound toys durable chewing molar pets supplies משחקי חשיבה לכלבים,interactive pet chew toy,5.0,73,48 sold,20,48.0,Brinquedos,Cachorro
interactive tower cat toy turntable roller balls toys for cats kitten teaser puzzle track toy pets training supplies accessories,interactive tower cat toy turntable roller balls toys for cats kitten teaser puzzle track toy pets training supplies accessories,interactive tower cat toy,4.9,272,385 sold,356,385.0,Brinquedos,Gato
k & h pet products thermo-snuggle cup bomber-indoor heated cat bed gray 14x18 inches,k & h pet products thermo-snuggle cup bomber-indoor heated cat bed gray 14x18 inches,k & h pet,0.0,12,0 sold,0,0.0,Conforto,Gato
kawaii removable cats bed house home supplies products for adult cats large pet dog bed cat's house cave comfortable  food cute,kawaii removable cats bed house home supplies products for adult cats large pet dog bed cat's house cave comfortable  food cute,kawaii removable cats bed,5.0,15,74 sold,10583,74.0,Alimentação,Cachorro
kimpets pet cat automatic feeder drinking water large capacity water dispenser dry wet separation food container pet supplies,kimpets pet cat automatic feeder drinking water large capacity water dispenser dry wet separation food container pet supplies,kimpets pet cat automatic,4.8,335,132 sold,585,132.0,Alimentação,Gato
kimpets pet cat toys natural for dog snacks stick cleans tooth removers hair to promote digestion silvervine kitten chew toy,kimpets pet cat toys natural for dog snacks stick cleans tooth removers hair to promote digestion silvervine kitten chew toy,kimpets pet cat toys,5.0,260,71 sold,16,71.0,Brinquedos,Cachorro
king dog bed sofa basket dog beds fun washable removable dog house long luxe plush outdoor large pet cat dog bed warm mat sofa,king dog bed sofa basket dog beds fun washable removable dog house long luxe plush outdoor large pet cat dog bed warm mat sofa,king dog bed sofa,4.7,15960,"1,000+ sold",2444,1000.0,Brinquedos,Cachorro
kitten coil spiral springs cat toys interactive  gauge cat spring toy colorful springs cat pet toy pet products,kitten coil spiral springs cat toys interactive  gauge cat spring toy colorful springs cat pet toy pet products,kitten coil spiral springs,4.9,141,"2,000+ sold",818,2000.0,Brinquedos,Gato
kitten touch sounding pet product squeak toy ball cat supplie smart cat toys interactive ball plush electric catnip training toy,kitten touch sounding pet product squeak toy ball cat supplie smart cat toys interactive ball plush electric catnip training toy,kitten touch sounding pet,4.9,59875,151 sold,379,151.0,Brinquedos,Gato
kitten toys variety pack-pet cat toy combination set cat toy funny cat stick sisal mouse bell ball cat supplies 20/21 piece set,kitten toys variety pack-pet cat toy combination set cat toy funny cat stick sisal mouse bell ball cat supplies 20/21 piece set,kitten toys variety pack-pet,4.8,1032,173 sold,1744,173.0,Brinquedos,Gato
kitten toys variety pack-pet cat toys combination set cat toy funny cat stick sisal mouse bell ball cat supplies,kitten toys variety pack-pet cat toys combination set cat toy funny cat stick sisal mouse bell ball cat supplies,kitten toys variety pack-pet,4.9,126,"1,000+ sold",1221,1000.0,Brinquedos,Gato
l newborn baby footprints handprint ink pads kits for diy photo frame accessories newborn baby pet cat dog paw prints souvenir,l newborn baby footprints handprint ink pads kits for diy photo frame accessories newborn baby pet cat dog paw prints souvenir,l newborn baby footprints,5.0,119,11 sold,11,11.0,Sanitário,Cachorro
lace dog bandana printed soft collar dress up pet neckerchief supplies cat scarf floral ribbon for chihuahua puppy kitten leash,lace dog bandana printed soft collar dress up pet neckerchief supplies cat scarf floral ribbon for chihuahua puppy kitten leash,lace dog bandana printed,3.9,10693,43 sold,367,43.0,Acessórios,Cachorro
ladybugs live pet mat autumn and winter thickened pet bed comfortable cat and dog sleeping pad pet call resin,ladybugs live pet mat autumn and winter thickened pet bed comfortable cat and dog sleeping pad pet call resin,ladybugs live pet mat,5.0,11,43 sold,36,43.0,Conforto,Cachorro
large capacity automatic cat food dispenser drinking water bowl pet supplies wet and dry separation dog food container,large capacity automatic cat food dispenser drinking water bowl pet supplies wet and dry separation dog food container,large capacity automatic cat,4.6,2248,316 sold105 sold,704,421.0,Alimentação,Cachorro
large capacity dog bowl stainless steel pet feeding bowl cat and dog food drinking bowl metal feeder bowl durable and cheap,large capacity dog bowl stainless steel pet feeding bowl cat and dog food drinking bowl metal feeder bowl durable and cheap,large capacity dog bowl,4.6,521,600+ sold,1341,600.0,Alimentação,Cachorro
large capacity dog bowl stainless steel pet feeding bowl cat and dog food drinking bowl metal feeding bowl 9 size dog supplies,large capacity dog bowl stainless steel pet feeding bowl cat and dog food drinking bowl metal feeding bowl 9 size dog supplies,large capacity dog bowl,4.8,49,23 sold,22,23.0,Alimentação,Cachorro
large cat cage enclosure indoor diy cat playpen detachable metal wire kennels crate 2x3x4 large exercise place ideal,large cat cage enclosure indoor diy cat playpen detachable metal wire kennels crate 2x3x4 large exercise place ideal,large cat cage enclosure,0.0,120,0 sold,7,0.0,Outros,Gato
large cat litter scoop pp plastic kitty litter tray scoops deep shovel sifter pet cleaning tool cat scooper pet cat supplies,large cat litter scoop pp plastic kitty litter tray scoops deep shovel sifter pet cleaning tool cat scooper pet cat supplies,large cat litter scoop,4.7,13,172 sold,67,172.0,Higiene,Gato
large dog ball toys suction cup ropes interactive leaking slow feeder chew toy toothing clean golden retriever big pet supplies,large dog ball toys suction cup ropes interactive leaking slow feeder chew toy toothing clean golden retriever big pet supplies,large dog ball toys,4.6,531,"4,000+ sold",7846,4000.0,Brinquedos,Cachorro
large dog bed soft thicken corduroy pet sleeping mat non-slip oversize pet kennel winter warm detachable dogs sofa pet supplies,large dog bed soft thicken corduroy pet sleeping mat non-slip oversize pet kennel winter warm detachable dogs sofa pet supplies,large dog bed soft,4.1,36,277 sold,393,277.0,Conforto,Cachorro
"large dog cage with 360 ° and adjustable dog protruding feeder, 2 stainless steel bowls, 41 ""l x 24"" w 36 ""h,classic brown color","large dog cage with 360 ° and adjustable dog protruding feeder, 2 stainless steel bowls, 41 ""l x 24"" w 36 ""h,classic brown color",large dog cage with,0.0,1000,0 sold,0,0.0,Alimentação,Cachorro
"large dog cage, beautiful indoor kennel, modern decorative pet house dog cage, side table and bedside table, espresso","large dog cage, beautiful indoor kennel, modern decorative pet house dog cage, side table and bedside table, espresso","large dog cage, beautiful",0.0,2000,0 sold,0,0.0,Conforto,Cachorro
large dog chew toys tougher than real bones toy squeaky solve boredom teeth separation anxiety crate taining sturdy pet supplies,large dog chew toys tougher than real bones toy squeaky solve boredom teeth separation anxiety crate taining sturdy pet supplies,large dog chew toys,4.5,57,69 sold,71,69.0,Brinquedos,Cachorro
large dog harness and leash set pet german shepherd malinois training walking vest dog harness and collar set for all breeds dog,large dog harness and leash set pet german shepherd malinois training walking vest dog harness and collar set for all breeds dog,large dog harness and,4.7,1025,186 sold,189,186.0,Acessórios,Cachorro
"large dog kennel outdoor,heavy duty dog cage with cover and secure lock,dog pen run,chain link dog crate with waterproof uv-resi","large dog kennel outdoor,heavy duty dog cage with cover and secure lock,dog pen run,chain link dog crate with waterproof uv-resi","large dog kennel outdoor,heavy",0.0,50,0 sold,1,0.0,Outros,Cachorro
large dog warmth dog nest and pet supplies dog nest small medium internet famous pet nest dog bed dog mat dog mat cat nest,large dog warmth dog nest and pet supplies dog nest small medium internet famous pet nest dog bed dog mat dog mat cat nest,large dog warmth dog,5.0,1560,45 sold,28,45.0,Conforto,Cachorro
large medium small house cat bed pet dog bed sofa mats pet products coussin chien animals accessories dogs basket supplies,large medium small house cat bed pet dog bed sofa mats pet products coussin chien animals accessories dogs basket supplies,large medium small house,4.3,2997,232 sold,270,232.0,Conforto,Cachorro
large pet cat and dog bed warm comfortable dog house soft pp cotton nest dog basket mat universal waterproof cat bed,grand animal chat et chien lit chaud confortable chien maison doux pp coton nid chien panier tapis universel étanche chat lit,large pet cat and,4.6,1869,145 Vendus,91,145.0,Conforto,Cachorro
large pet cat dog bed square plush kennel summer washable cat mat waterproof mattress pet cushion medium large dogs pet supplies,large pet cat dog bed square plush kennel summer washable cat mat waterproof mattress pet cushion medium large dogs pet supplies,large pet cat dog,4.4,234,"1,000+ sold",1331,1000.0,Brinquedos,Cachorro
large square nest pet large dog bed for small medium dogs soft fleece nest big dog sofa bed winter warm cat house for pet,large square nest pet large dog bed for small medium dogs soft fleece nest big dog sofa bed winter warm cat house for pet,large square nest pet,0.0,160,3 sold,2,3.0,Conforto,Cachorro
large syringe 100ml-550ml with 100cm hose measuring reusable injector for pet feeding oil water drain fluid nutrient big syringe,large syringe 100ml-550ml with 100cm hose measuring reusable injector for pet feeding oil water drain fluid nutrient big syringe,large syringe 100ml-550ml with,5.0,10234,68 sold,13,68.0,Outros,Outros
latex corn shape puppy dogs toy squeak toys pet supplies training playing chewing dog cats toys for small dogs pet toys,latex corn shape puppy dogs toy squeak toys pet supplies training playing chewing dog cats toys for small dogs pet toys,latex corn shape puppy,4.8,4,42 sold,49,42.0,Brinquedos,Cachorro
leaking food dog toy ball exercise reflexes chihuahua tool entertain itself with educational pet toys teddy feeding supplies,leaking food dog toy ball exercise reflexes chihuahua tool entertain itself with educational pet toys teddy feeding supplies,leaking food dog toy,4.7,44,52 sold,27,52.0,Brinquedos,Cachorro
leaky food ball strange barking sound grinding teeth resistant bite vocal toys educational ball medium pet supplies,leaky food ball strange barking sound grinding teeth resistant bite vocal toys educational ball medium pet supplies,leaky food ball strange,4.6,95,384 sold,219,384.0,Brinquedos,Gato
leash leads for pet grooming table adjustable fixed dog cat safety rope pet grooming loops nylon restraint noose pet supplies,leash leads for pet grooming table adjustable fixed dog cat safety rope pet grooming loops nylon restraint noose pet supplies,leash leads for pet,4.8,112,48 sold,17,48.0,Acessórios,Cachorro
led dog anti-lost collar glowing luminous led light pet collar collar for small medium large dogs collars leads safety necklace,led dog anti-lost collar glowing luminous led light pet collar collar for small medium large dogs collars leads safety necklace,led dog anti-lost collar,4.4,258,600+ sold,1663,600.0,Acessórios,Cachorro
led glowing dog collars rechargeable waterproof luminous collar adjustable dog night light collar pet dog safety necklace,led glowing dog collars rechargeable waterproof luminous collar adjustable dog night light collar pet dog safety necklace,led glowing dog collars,4.6,122354,251 sold,275,251.0,Acessórios,Cachorro
led glowing dog collars safety rechargeable adjustable luminous outdoor anti-lost collar night flashing necklace pet supplies,led glowing dog collars safety rechargeable adjustable luminous outdoor anti-lost collar night flashing necklace pet supplies,led glowing dog collars,4.9,9000,112 sold,48,112.0,Acessórios,Cachorro
led light dog poop bags dispenser degradable waste bag outdoor portable pet trash bags dog cat cleaning supplies accessories,led light dog poop bags dispenser degradable waste bag outdoor portable pet trash bags dog cat cleaning supplies accessories,led light dog poop,1.6333333333333335,504,"1,000+ sold10 sold16 sold",891,1026.0,Higiene,Cachorro
led light pet waste bag dispenser for dogs cats dog poop scooper bags waste bags holder dispensers pet clean accessories,led light pet waste bag dispenser for dogs cats dog poop scooper bags waste bags holder dispensers pet clean accessories,led light pet waste,4.9,19,180 sold,221,180.0,Higiene,Cachorro
led luminous dog cat collar glowing pendant flash lights pet leads accessories night walking pet collar supplies accessorie,led luminous dog cat collar glowing pendant flash lights pet leads accessories night walking pet collar supplies accessorie,led luminous dog cat,4.7,65,192 sold,44,192.0,Acessórios,Cachorro
led luminous dog cat collar pendant glowing charm lights colorful safety lights for night walking pet collar supplies accessorie,led luminous dog cat collar pendant glowing charm lights colorful safety lights for night walking pet collar supplies accessorie,led luminous dog cat,5.0,74,28 sold,7,28.0,Acessórios,Cachorro
led pet dog collar pendant night safety pendant pet luminous night light collar pet dogs supplies dog collar anti-lost pendant,led pet dog collar pendant night safety pendant pet luminous night light collar pet dogs supplies dog collar anti-lost pendant,led pet dog collar,4.8,149,600+ sold,188,600.0,Acessórios,Cachorro
led pet luminous collar usb charging collar night safety flashing glow dog loss prevention collar pet accessories supplies,led pet luminous collar usb charging collar night safety flashing glow dog loss prevention collar pet accessories supplies,led pet luminous collar,4.6,79,73 sold,63,73.0,Acessórios,Cachorro
lifelike catnip bird vivid cat toys pet catnip simulation molding cat teaser with feather soft plush fabric  toys for kitten,lifelike catnip bird vivid cat toys pet catnip simulation molding cat teaser with feather soft plush fabric  toys for kitten,lifelike catnip bird vivid,4.7,151,196 sold,141,196.0,Brinquedos,Gato
light weight for trip pet bowls dog & cat feeder food and water dual purpose automatic water filling corner bowls,light weight for trip pet bowls dog & cat feeder food and water dual purpose automatic water filling corner bowls,light weight for trip,4.7,984,9 sold,26,9.0,Alimentação,Cachorro
lightweight dog pooper scooper portable claw poop scooper with built-in poop bag dispenser lightweight pet waste pick-up cleaner,lightweight dog pooper scooper portable claw poop scooper with built-in poop bag dispenser lightweight pet waste pick-up cleaner,lightweight dog pooper scooper,3.0,93,9 sold,22,9.0,Higiene,Cachorro
lightweight pet harness with handle anti-escape dog vest for small medium dogs puppy chest straps chihuahua pug pet supplies,lightweight pet harness with handle anti-escape dog vest for small medium dogs puppy chest straps chihuahua pug pet supplies,lightweight pet harness with,4.7,283,191 sold,217,191.0,Acessórios,Cachorro
lightweight pet water bottle dispenser with lanyard mushroom cups pet supplies perfect for hiking walking traveling,lightweight pet water bottle dispenser with lanyard mushroom cups pet supplies perfect for hiking walking traveling,lightweight pet water bottle,4.9,51,70 sold,37,70.0,Outros,Pássaro
lightweight strong dog muzzle basket anti-biting anti-barking mouth cover dog adjustable straps mask pet training supplies,lightweight strong dog muzzle basket anti-biting anti-barking mouth cover dog adjustable straps mask pet training supplies,lightweight strong dog muzzle,4.5,13,61 sold,26,61.0,Outros,Cachorro
love flower puppy collar hand-woven cats collar wool knitted cat collar dog tie cat small dogs necklace pet collar pets supplies,love flower puppy collar hand-woven cats collar wool knitted cat collar dog tie cat small dogs necklace pet collar pets supplies,love flower puppy collar,4.7,85,197 sold,1037,197.0,Acessórios,Cachorro
lovely pet supply cute papa duck plush dog toy with rope clean teeth bite resistant dog toys christmas gifts,lovely pet supply cute papa duck plush dog toy with rope clean teeth bite resistant dog toys christmas gifts,lovely pet supply cute,5.0,16,33 sold,17,33.0,Brinquedos,Cachorro
lovely vintage round pet sunglasses reflection eye wear glasses for small dog cat animal photos props accessories,lovely vintage round pet sunglasses reflection eye wear glasses for small dog cat animal photos props accessories,lovely vintage round pet,4.3,1207,133 sold,44,133.0,Outros,Cachorro
luxury cat bed sofa winter warm cat nest pet bed for small medium dogs cats comfortable plush puppy bed pet supplies,luxury cat bed sofa winter warm cat nest pet bed for small medium dogs cats comfortable plush puppy bed pet supplies,luxury cat bed sofa,4.699999999999999,1082,"3,000+ sold175 sold",29717,3175.0,Brinquedos,Cachorro
luxury cat bed super soft warm pet sofa for small dogs cats detachable washable non-slip kitten puppy sleeping bed pet supplies,luxury cat bed super soft warm pet sofa for small dogs cats detachable washable non-slip kitten puppy sleeping bed pet supplies,luxury cat bed super,4.6,120,700+ sold,5023,700.0,Conforto,Cachorro
